label,char_count,word_count,avg_word_length,sentence_count,avg_sentence_length,unique_word_count,stop_word_count,unique_word_ratio,punc_count,punc_ratio,question_count,exclamation_count,digit_count,capital_count,repeat_word_count,unique_bigram_count,unique_trigram_count,unique_fourgram_count
human,972,192,4.359375,6,161.0,100,56,0.5208333333333334,45,0.046296296296296294,0,0,9,40,20,141,142,141
ai,973,170,4.841176470588235,7,137.71428571428572,83,53,0.48823529411764705,22,0.022610483042137718,0,0,4,42,24,124,133,138
ai,998,199,4.14070351758794,12,82.0,66,64,0.3316582914572864,27,0.027054108216432865,0,0,113,44,27,112,128,132
ai,398,83,3.9036144578313254,5,78.8,46,38,0.5542168674698795,8,0.020100502512562814,0,0,0,11,17,65,73,72
human,1268,235,4.553191489361702,11,114.36363636363636,125,68,0.5319148936170213,40,0.031545741324921134,0,1,10,62,29,183,189,189
human,1034,211,4.104265402843602,8,128.375,87,77,0.41232227488151657,35,0.033849129593810444,0,0,33,44,21,145,160,161
ai,1019,194,4.474226804123711,9,112.11111111111111,95,47,0.4896907216494845,41,0.040235525024533855,0,0,21,72,19,137,144,143
human,872,171,4.216374269005848,7,123.71428571428571,81,61,0.47368421052631576,25,0.028669724770642203,0,0,25,41,24,128,139,138
human,1212,234,4.452991452991453,9,133.77777777777777,119,74,0.5085470085470085,44,0.036303630363036306,0,0,4,44,24,178,185,186
ai,757,138,4.594202898550725,7,107.14285714285714,76,42,0.5507246376811594,16,0.021136063408190225,0,0,31,18,19,108,112,111
human,1176,216,4.574074074074074,11,105.81818181818181,102,78,0.4722222222222222,27,0.02295918367346939,0,0,44,43,27,160,171,173
human,1006,191,4.403141361256544,8,124.875,99,73,0.518324607329843,29,0.02882703777335984,0,0,25,49,15,144,152,152
ai,693,123,4.7073170731707314,5,137.6,56,51,0.45528455284552843,10,0.01443001443001443,0,0,28,10,19,86,95,97
ai,778,147,4.414965986394558,8,96.125,76,44,0.5170068027210885,17,0.021850899742930592,0,0,41,37,19,110,113,114
ai,1220,230,4.391304347826087,13,92.6923076923077,74,71,0.3217391304347826,25,0.020491803278688523,0,0,60,75,36,118,140,153
human,1384,262,4.412213740458015,16,85.5625,127,95,0.4847328244274809,34,0.024566473988439308,0,0,29,65,38,207,216,216
human,872,196,3.683673469387755,9,96.0,93,50,0.4744897959183674,48,0.05504587155963303,0,0,18,61,15,124,133,134
ai,1143,226,4.207964601769912,11,102.81818181818181,92,82,0.40707964601769914,40,0.03499562554680665,0,0,33,70,32,148,164,169
human,1404,277,4.20216606498195,9,155.11111111111111,145,97,0.5234657039711191,43,0.030626780626780627,0,1,4,58,36,226,229,229
human,1053,203,4.320197044334975,6,174.66666666666666,90,66,0.4433497536945813,28,0.026590693257359924,0,0,33,80,28,150,161,162
ai,1484,280,4.428571428571429,10,147.3,132,97,0.4714285714285714,36,0.02425876010781671,0,0,41,94,40,214,225,227
human,1063,229,3.7685589519650655,9,117.0,99,71,0.43231441048034935,40,0.03762935089369708,0,0,42,96,29,152,161,164
human,1870,350,4.497142857142857,12,154.91666666666666,147,115,0.42,57,0.03048128342245989,0,0,37,68,46,257,275,280
ai,543,113,3.9734513274336285,5,107.6,59,37,0.5221238938053098,19,0.034990791896869246,0,0,8,51,20,86,88,88
ai,534,106,4.113207547169812,5,105.8,46,39,0.4339622641509434,11,0.020599250936329586,0,0,12,48,23,71,78,84
human,1107,226,4.061946902654867,8,137.5,106,81,0.4690265486725664,35,0.031616982836495035,0,0,15,45,26,169,176,176
ai,549,93,5.032258064516129,4,136.25,56,31,0.6021505376344086,15,0.0273224043715847,0,0,16,18,14,72,73,73
ai,1377,275,4.116363636363636,12,113.58333333333333,104,89,0.3781818181818182,45,0.032679738562091505,0,0,62,97,49,180,202,206
human,1141,197,4.918781725888325,10,113.2,104,67,0.5279187817258884,28,0.024539877300613498,0,0,2,20,25,158,163,163
ai,1155,250,3.792,10,114.4,117,80,0.468,47,0.04069264069264069,0,0,22,93,42,173,178,181
ai,499,101,4.178217821782178,6,82.0,49,25,0.48514851485148514,22,0.04408817635270541,0,0,32,29,12,65,66,65
ai,323,53,5.226415094339623,3,107.0,38,16,0.7169811320754716,6,0.018575851393188854,0,0,0,12,3,45,45,44
human,1109,188,5.031914893617022,7,157.57142857142858,94,73,0.5,23,0.020739404869251576,0,0,0,6,26,149,160,162
human,1063,233,3.7982832618025753,8,131.5,95,61,0.40772532188841204,63,0.059266227657572904,0,0,86,67,20,142,147,146
human,1034,190,4.563157894736842,6,171.5,98,73,0.5157894736842106,29,0.02804642166344294,0,0,14,38,20,149,155,155
human,1154,221,4.262443438914027,12,95.25,113,86,0.5113122171945701,25,0.021663778162911613,0,0,19,36,27,176,186,186
human,892,185,4.081081081081081,7,126.57142857142857,98,53,0.5297297297297298,33,0.03699551569506727,0,0,23,52,24,132,138,140
ai,1463,277,4.393501805054152,14,103.35714285714286,75,113,0.27075812274368233,35,0.023923444976076555,0,0,8,46,36,121,142,158
human,1509,259,4.903474903474904,7,214.71428571428572,131,92,0.5057915057915058,20,0.013253810470510271,0,0,26,43,42,212,226,228
ai,981,164,5.097560975609756,8,121.625,73,63,0.4451219512195122,20,0.020387359836901122,0,0,12,26,29,117,127,131
ai,1215,242,4.297520661157025,10,120.0,108,59,0.4462809917355372,60,0.04938271604938271,0,0,52,74,25,159,165,165
ai,645,129,4.325581395348837,6,106.33333333333333,63,34,0.4883720930232558,32,0.04961240310077519,0,0,4,41,16,90,92,93
human,1175,193,5.1450777202072535,8,145.875,99,76,0.5129533678756477,17,0.01446808510638298,0,0,0,45,23,153,170,172
human,1376,243,4.753086419753086,6,228.5,103,95,0.42386831275720166,27,0.019622093023255814,0,0,15,90,34,180,200,206
human,1057,175,5.1657142857142855,8,131.25,81,59,0.46285714285714286,23,0.021759697256385997,0,0,16,32,22,136,143,143
human,1460,285,4.266666666666667,9,160.55555555555554,107,91,0.37543859649122807,49,0.03356164383561644,0,0,48,71,37,187,206,212
ai,915,173,4.393063583815029,9,100.66666666666667,75,68,0.43352601156069365,19,0.020765027322404372,0,0,20,33,28,133,145,146
human,1395,260,4.492307692307692,10,138.6,100,111,0.38461538461538464,33,0.023655913978494623,0,0,0,10,34,184,216,222
human,893,169,4.390532544378698,7,126.71428571428571,67,62,0.39644970414201186,22,0.02463605823068309,0,0,18,54,24,114,128,135
human,1483,302,4.099337748344371,9,163.88888888888889,145,109,0.48013245033112584,55,0.037086985839514496,0,0,1,36,35,230,242,243
ai,636,109,4.89908256880734,4,158.0,71,37,0.6513761467889908,8,0.012578616352201259,0,0,3,15,17,97,96,95
human,1689,312,4.538461538461538,15,111.66666666666667,119,98,0.3814102564102564,46,0.027235050325636473,0,0,59,93,34,204,234,244
ai,1497,267,4.681647940074907,14,105.64285714285714,87,108,0.3258426966292135,24,0.01603206412825651,0,0,4,37,44,158,186,200
ai,455,83,4.590361445783133,5,90.0,47,37,0.5662650602409639,11,0.024175824175824177,0,0,0,14,11,64,66,67
human,1063,210,4.29047619047619,9,117.22222222222223,107,51,0.5095238095238095,48,0.045155221072436504,0,0,28,52,21,152,153,152
human,1244,237,4.417721518987341,11,112.0909090909091,89,65,0.3755274261603376,47,0.03778135048231511,0,0,32,60,34,151,160,165
ai,466,89,4.325842696629214,5,92.2,54,33,0.6067415730337079,12,0.02575107296137339,0,0,4,22,13,70,72,72
human,1177,208,4.735576923076923,9,129.77777777777777,94,81,0.4519230769230769,20,0.016992353440951572,0,0,36,92,27,157,171,175
human,857,170,4.129411764705883,5,170.6,77,61,0.45294117647058824,35,0.040840140023337225,0,0,0,37,21,119,128,128
human,2589,456,4.969298245614035,2,1294.0,138,13,0.3026315789473684,138,0.05330243337195829,0,0,208,158,29,222,260,275
human,1095,222,4.256756756756757,7,155.42857142857142,107,75,0.481981981981982,55,0.0502283105022831,0,0,0,50,23,157,163,164
ai,451,82,4.609756097560975,5,89.2,43,31,0.524390243902439,12,0.026607538802660754,0,0,8,22,11,60,67,67
human,1034,194,4.458762886597938,5,206.0,100,70,0.5154639175257731,20,0.019342359767891684,0,0,26,41,31,149,158,160
ai,529,103,4.330097087378641,6,86.83333333333333,50,34,0.4854368932038835,22,0.04158790170132325,0,0,8,20,12,73,77,77
human,1189,227,4.378854625550661,9,131.22222222222223,101,81,0.44493392070484583,34,0.028595458368376788,0,0,20,56,27,161,179,183
human,1920,315,5.219047619047619,10,191.1,141,107,0.44761904761904764,47,0.024479166666666666,0,0,0,60,44,248,264,269
ai,899,159,4.748427672955975,8,111.125,79,56,0.4968553459119497,37,0.041156840934371525,0,0,20,37,19,120,126,126
human,887,174,4.224137931034483,6,147.0,97,63,0.5574712643678161,22,0.02480270574971815,0,0,19,42,20,141,143,142
human,1593,292,4.568493150684931,12,131.83333333333334,159,96,0.5445205479452054,31,0.0194601381042059,0,0,30,68,37,232,244,246
ai,950,179,4.407821229050279,8,117.5,80,67,0.44692737430167595,20,0.021052631578947368,0,0,55,50,21,123,134,139
human,1388,248,4.69758064516129,11,125.27272727272727,119,82,0.4798387096774194,26,0.018731988472622477,0,0,20,51,33,198,213,213
ai,860,179,3.977653631284916,7,121.85714285714286,79,61,0.441340782122905,32,0.037209302325581395,0,0,30,51,25,124,130,132
human,1005,190,4.468421052631579,7,142.57142857142858,81,64,0.4263157894736842,31,0.030845771144278607,0,0,32,51,24,135,144,145
human,934,184,4.184782608695652,9,102.88888888888889,84,67,0.45652173913043476,35,0.03747323340471092,0,0,44,27,17,133,146,146
human,1336,236,4.860169491525424,2,667.5,93,17,0.3940677966101695,67,0.050149700598802395,0,0,102,84,23,134,142,142
ai,1489,266,4.676691729323308,10,147.7,116,96,0.43609022556390975,27,0.018132975151108125,0,0,81,64,32,194,214,215
ai,510,103,4.077669902912621,6,84.0,56,39,0.5436893203883495,14,0.027450980392156862,0,0,16,32,14,77,78,78
ai,1057,204,4.294117647058823,11,94.81818181818181,84,71,0.4117647058823529,28,0.026490066225165563,0,0,40,43,36,138,150,152
human,1191,214,4.654205607476635,10,118.2,100,87,0.4672897196261682,27,0.022670025188916875,0,0,20,30,25,158,176,178
ai,1023,178,4.865168539325842,10,101.1,84,67,0.47191011235955055,27,0.026392961876832845,0,0,21,35,27,123,131,135
ai,1066,198,4.505050505050505,8,132.0,94,76,0.47474747474747475,29,0.027204502814258912,0,0,18,43,32,150,160,163
human,1130,228,4.092105263157895,14,79.78571428571429,104,91,0.45614035087719296,32,0.02831858407079646,0,0,36,56,34,171,181,184
human,1011,199,4.231155778894473,9,111.44444444444444,110,58,0.5527638190954773,29,0.028684470820969338,0,0,19,79,20,156,160,159
human,1479,276,4.463768115942029,8,183.75,122,99,0.4420289855072464,35,0.023664638269100743,0,0,39,96,34,198,221,226
ai,445,91,4.010989010989011,5,88.2,53,35,0.5824175824175825,13,0.029213483146067417,0,0,7,9,11,74,74,73
ai,815,162,4.148148148148148,9,89.44444444444444,70,60,0.43209876543209874,23,0.02822085889570552,0,0,58,40,24,113,121,121
human,931,169,4.621301775147929,5,185.4,93,45,0.5502958579881657,21,0.022556390977443608,0,0,17,45,25,140,142,141
human,1257,245,4.293877551020408,5,250.6,133,90,0.5428571428571428,42,0.03341288782816229,0,0,5,35,28,195,201,200
human,2010,366,4.614754098360656,15,133.06666666666666,169,147,0.46174863387978143,47,0.023383084577114428,0,0,44,81,44,284,309,311
ai,1235,233,4.416309012875536,11,110.81818181818181,87,84,0.37339055793991416,35,0.02834008097165992,0,0,62,61,31,149,163,170
human,1486,255,4.929411764705883,11,134.1818181818182,121,86,0.4745098039215686,29,0.019515477792732168,0,0,30,64,39,200,215,217
human,1030,195,4.394871794871795,7,146.28571428571428,106,83,0.5435897435897435,24,0.02330097087378641,0,0,13,16,19,158,164,163
ai,676,131,4.236641221374046,5,134.2,61,55,0.46564885496183206,11,0.016272189349112426,0,0,2,17,28,89,95,99
human,1176,213,4.596244131455399,9,129.22222222222223,102,75,0.4788732394366197,22,0.01870748299319728,0,0,17,46,27,163,179,180
ai,1233,192,5.567708333333333,10,122.1,86,47,0.4479166666666667,37,0.030008110300081103,0,0,25,69,25,138,147,147
ai,565,108,4.37037037037037,6,93.16666666666667,54,43,0.5,13,0.023008849557522124,0,0,0,7,22,84,91,91
ai,422,90,3.922222222222222,4,104.5,43,36,0.4777777777777778,20,0.04739336492890995,0,0,0,15,15,62,67,67
human,1403,236,5.088983050847458,10,139.4,119,62,0.5042372881355932,48,0.03421240199572345,0,0,15,73,33,171,174,176
human,1155,207,4.685990338164252,14,81.57142857142857,113,79,0.5458937198067633,22,0.01904761904761905,0,0,16,67,19,171,178,178
human,1038,181,4.861878453038674,8,128.875,92,60,0.5082872928176796,26,0.025048169556840076,0,0,18,28,20,144,149,148
ai,617,112,4.625,5,122.4,56,36,0.5,13,0.02106969205834684,0,0,6,35,20,81,89,91
ai,1292,252,4.218253968253968,13,98.15384615384616,105,105,0.4166666666666667,31,0.023993808049535603,0,0,36,42,34,184,201,204
ai,1263,212,5.0424528301886795,10,125.1,67,83,0.3160377358490566,22,0.01741884402216944,0,0,0,35,58,103,112,115
human,1240,220,4.7318181818181815,9,135.88888888888889,115,68,0.5227272727272727,31,0.025,0,0,4,11,34,175,182,182
human,1244,248,4.185483870967742,6,206.5,95,98,0.38306451612903225,46,0.03697749196141479,0,0,18,66,34,165,187,190
ai,662,122,4.532786885245901,4,164.5,60,36,0.4918032786885246,14,0.021148036253776436,0,0,39,31,19,79,82,83
ai,244,53,3.811320754716981,3,80.66666666666667,32,16,0.6037735849056604,11,0.045081967213114756,0,0,2,11,5,39,38,37
ai,587,106,4.632075471698113,5,116.2,66,35,0.6226415094339622,14,0.02385008517887564,0,0,10,24,11,85,86,86
human,2040,349,4.965616045845272,9,225.77777777777777,172,110,0.49283667621776506,48,0.023529411764705882,0,0,13,126,43,274,291,293
human,917,178,4.275280898876405,11,82.45454545454545,94,60,0.5280898876404494,23,0.025081788440567066,0,1,20,55,21,140,147,148
human,1047,193,4.533678756476684,6,173.66666666666666,99,68,0.5129533678756477,29,0.027698185291308502,0,0,18,58,20,152,155,154
human,1292,236,4.61864406779661,11,116.54545454545455,133,77,0.5635593220338984,35,0.027089783281733747,0,0,20,28,22,190,193,192
ai,475,96,4.125,6,78.16666666666667,57,35,0.59375,13,0.02736842105263158,0,0,4,26,14,72,75,77
ai,412,80,4.1875,4,100.25,48,30,0.6,10,0.024271844660194174,0,0,8,21,8,63,66,65
human,1018,204,4.166666666666667,8,126.375,105,57,0.5147058823529411,37,0.036345776031434185,0,0,58,57,15,142,150,150
ai,1268,245,4.285714285714286,14,89.35714285714286,108,90,0.44081632653061226,31,0.02444794952681388,0,0,55,47,32,166,180,185
ai,276,54,4.2407407407407405,2,137.5,38,22,0.7037037037037037,6,0.021739130434782608,0,0,0,4,8,45,46,45
human,2015,367,4.6267029972752045,12,167.0,176,134,0.47956403269754766,52,0.025806451612903226,0,0,28,85,40,280,298,304
ai,1228,234,4.354700854700854,11,110.45454545454545,95,106,0.405982905982906,34,0.02768729641693811,0,0,13,18,33,163,187,192
human,1241,218,4.830275229357798,7,175.71428571428572,119,74,0.5458715596330275,30,0.024174053182917002,0,0,12,29,27,171,179,179
human,954,172,4.6104651162790695,10,94.4,95,69,0.5523255813953488,17,0.01781970649895178,0,0,0,18,22,142,152,151
human,968,187,4.278074866310161,9,106.55555555555556,104,66,0.5561497326203209,28,0.028925619834710745,0,0,9,52,20,149,155,155
ai,1071,207,4.333333333333333,11,96.18181818181819,90,71,0.43478260869565216,33,0.03081232492997199,0,0,50,46,25,143,151,154
human,1075,209,4.287081339712919,12,88.58333333333333,91,69,0.4354066985645933,30,0.027906976744186046,0,0,28,96,20,148,166,166
ai,976,169,4.881656804733728,8,120.875,81,64,0.47928994082840237,21,0.02151639344262295,0,0,0,55,28,132,141,144
ai,954,190,4.126315789473685,10,94.3,100,81,0.5263157894736842,21,0.0220125786163522,0,0,2,11,23,149,159,162
human,1280,239,4.476987447698745,7,182.0,121,76,0.5062761506276151,30,0.0234375,0,0,25,69,28,183,195,197
human,1495,252,5.0436507936507935,6,248.33333333333334,109,79,0.43253968253968256,25,0.016722408026755852,0,0,28,86,40,175,195,199
human,1276,236,4.512711864406779,9,140.77777777777777,120,77,0.5084745762711864,27,0.02115987460815047,0,0,8,87,34,188,200,200
human,1497,289,4.373702422145329,7,213.0,141,85,0.48788927335640137,72,0.04809619238476954,0,0,0,37,32,212,215,214
ai,758,148,4.25,8,93.625,71,52,0.4797297297297297,21,0.027704485488126648,0,0,36,33,18,108,111,111
ai,465,92,4.163043478260869,5,92.0,45,39,0.4891304347826087,12,0.025806451612903226,0,0,24,17,14,69,71,70
ai,1339,235,4.817021276595745,10,132.8,113,78,0.4808510638297872,44,0.03286034353995519,0,0,6,66,35,181,190,192
ai,601,124,4.080645161290323,6,99.0,62,45,0.5,25,0.04159733777038269,0,0,14,29,17,90,93,93
human,1185,223,4.439461883408072,13,90.23076923076923,105,75,0.47085201793721976,29,0.024472573839662448,0,0,42,52,30,171,181,181
ai,775,138,4.7101449275362315,5,154.2,66,57,0.4782608695652174,14,0.01806451612903226,0,0,16,32,22,102,111,117
ai,566,90,5.377777777777778,5,112.0,52,34,0.5777777777777777,16,0.028268551236749116,0,0,11,25,10,67,70,70
ai,1470,277,4.425992779783393,13,111.92307692307692,85,109,0.30685920577617326,39,0.026530612244897958,0,0,100,74,39,158,180,187
ai,651,129,4.155038759689923,6,107.33333333333333,70,48,0.5426356589147286,18,0.027649769585253458,0,0,8,26,16,102,107,107
human,1262,253,4.16205533596838,8,156.875,115,89,0.45454545454545453,37,0.029318541996830427,0,0,51,49,26,177,194,196
human,896,175,4.2057142857142855,8,110.375,85,74,0.4857142857142857,16,0.017857142857142856,0,0,24,47,22,136,144,146
ai,569,112,4.1875,6,93.83333333333333,52,47,0.4642857142857143,19,0.033391915641476276,0,0,21,27,14,83,90,89
ai,501,99,4.181818181818182,5,99.2,54,34,0.5454545454545454,12,0.023952095808383235,0,0,14,28,16,80,81,80
human,1604,298,4.5,10,159.5,122,92,0.40939597315436244,41,0.025561097256857856,0,0,70,97,41,214,230,233
ai,459,92,4.141304347826087,6,75.5,53,32,0.5760869565217391,14,0.030501089324618737,0,0,12,24,12,72,73,72
human,1258,232,4.642241379310345,13,95.84615384615384,99,69,0.4267241379310345,57,0.04531001589825119,0,0,30,42,28,154,162,164
ai,659,130,4.176923076923077,8,81.125,66,43,0.5076923076923077,21,0.03186646433990895,0,0,39,39,13,92,95,94
human,966,182,4.412087912087912,9,106.44444444444444,84,67,0.46153846153846156,21,0.021739130434782608,0,0,8,45,33,135,147,153
human,1290,260,4.180769230769231,7,183.28571428571428,133,88,0.5115384615384615,46,0.03565891472868217,0,0,4,46,32,205,210,211
ai,778,131,5.0458015267175576,4,193.5,78,52,0.5954198473282443,16,0.02056555269922879,0,0,0,17,22,110,111,111
human,1566,341,3.7067448680351904,4,390.75,141,176,0.41348973607038125,42,0.02681992337164751,1,0,8,44,39,255,286,292
human,860,176,4.011363636363637,8,106.625,92,71,0.5227272727272727,22,0.02558139534883721,0,0,16,40,21,143,148,147
ai,594,110,4.490909090909091,7,83.57142857142857,57,48,0.5181818181818182,16,0.026936026936026935,0,0,4,16,12,85,91,90
human,1307,241,4.605809128630705,7,185.85714285714286,116,70,0.48132780082987553,44,0.03366488140780413,0,0,53,85,27,174,183,184
ai,826,152,4.546052631578948,9,90.55555555555556,73,56,0.48026315789473684,23,0.02784503631961259,0,0,24,45,29,111,117,118
ai,507,94,4.4787234042553195,4,125.75,48,37,0.5106382978723404,9,0.01775147928994083,0,0,0,20,18,69,76,79
ai,917,177,4.378531073446328,10,90.5,77,47,0.4350282485875706,38,0.04143947655398037,0,0,42,91,19,116,125,126
human,1566,275,4.829090909090909,10,155.7,142,95,0.5163636363636364,36,0.022988505747126436,0,0,0,14,38,215,231,235
ai,1761,292,5.092465753424658,13,134.15384615384616,107,124,0.3664383561643836,23,0.01306076093128904,0,0,4,35,53,194,224,244
ai,573,125,3.76,7,80.85714285714286,53,40,0.424,23,0.04013961605584642,0,0,0,25,28,68,72,74
human,1383,240,4.833333333333333,12,114.16666666666667,121,97,0.5041666666666667,24,0.01735357917570499,0,0,4,12,34,192,208,210
human,1322,265,4.249056603773585,8,164.25,124,78,0.4679245283018868,61,0.046142208774583963,0,0,19,57,33,182,190,193
ai,1377,249,4.650602409638554,12,113.58333333333333,92,84,0.36947791164658633,43,0.03122730573710966,0,0,62,60,36,155,172,175
